,pM,pML_1,pML_2,pML_3,pML_4,pUL_1,pUL_2,pUL_3,pUL_4
108,0.9945954833219454,0.09376147140199219,0.09517739032309941,0.144733048924583,0.14122317139658988,0.4909502680186342,0.9857066529455326,0.796778544050607,0.21924632178900283
109,0.999003203235292,0.057489817075821986,0.1217297939693444,0.24833290628516058,0.15588622606730512,0.1910843127334527,0.006881305992276092,0.6595436540159669,0.3347638919790423
110,0.9970902800462985,0.1354084365285686,0.06599139379595646,0.1767363636479704,0.12464500548450298,0.5425659079347257,0.7267024672480883,0.5639840417667241,0.4937765975100486
111,0.9987812562152453,0.07359154154019255,0.1340516662533496,0.13898483596359523,0.17749162763700457,0.8049669766437018,0.2807133865847535,0.7919774861846883,0.23128401627089207
112,0.9924225108460204,0.10811630151577287,0.09455081402680894,0.21546870485552577,0.16196770439636116,0.24363057037460126,0.41712874357436863,0.9821930388362449,0.16029675684790262
113,0.9791126032801436,0.05329813928259854,0.07847436230475001,0.13660316218733945,0.14807613902385008,0.35149904547702965,0.6297528185161412,0.11136155276003969,0.32313101224402496
114,0.9782676468484042,0.11500964637567207,0.09038210483602359,0.16452989323515307,0.11775604719708432,0.4657860510621271,0.42944180543903926,0.8430470657057073,0.27060481181890494
115,0.9934652255878077,0.16513176743788202,0.10973155775765851,0.17091428184224797,0.12628566236675826,0.06155011763431373,0.698949532342444,0.9325909464903392,0.3409896798916147
116,0.9759915887049581,0.0847522271756523,0.12139295148115908,0.14055653656228836,0.18661143073065037,0.6371858777286549,0.19729256775688037,0.13632480383390155,0.48243126464328445
117,0.9892714605775647,0.09244972065033666,0.0857701420126403,0.2392312792460579,0.08958030111612866,0.47925254631259795,0.0727257581517112,0.39544935511199325,0.26562468721338084
118,0.9911881880994832,0.1322940706881748,0.13089427633681502,0.14481254316938763,0.13627701239319395,0.9908045259657688,0.4913411370293023,0.9722071085798365,0.36056153695313037
119,0.9997077373480944,0.11433105364366615,0.11595734857836337,0.16385281444343383,0.14227396436910905,0.8044998883991482,0.7847820932711542,0.039273930230936095,0.9046881386324244
120,0.9693675270494925,0.09386638900897218,0.11330147296790852,0.21757306453216047,0.15806174931382375,0.9561600184533311,0.6428491926067103,0.3143790509800067,0.710551182337138
121,0.993381627431225,0.1094802462569748,0.12684239230383296,0.20195212414842037,0.11681638875988304,0.36184993305986085,0.7661362761360565,0.7313193079465746,0.6064888182082359
122,0.9978919396548291,0.11504048708338244,0.10502861152401965,0.22153096256984234,0.11166752589472764,0.7384242838539927,0.5046727150061038,0.6746237592646671,0.3458197688729172
123,0.9689171239170542,0.09731829395950856,0.11353380050324546,0.15829444346722404,0.14176572208733193,0.6119418241749118,0.8451916732633211,0.7324688824670059,0.5642831274882407
124,0.9920309251832209,0.10627370308504516,0.09270023619868938,0.15429221704380602,0.10775944818392766,0.6996099510617904,0.633310495329237,0.6125948320636917,0.4460126804569995
125,0.9971314475711452,0.11013692513624453,0.09740220266423136,0.21116070267215445,0.16078988324290044,0.27269243352316225,0.7187236270956937,0.3545158245175153,0.8520221768252589
126,0.996977760997519,0.13038640823031752,0.10818514616797109,0.10418516778101944,0.14116293579303882,0.334086364917014,0.25284284668236234,0.32531818877289137,0.9824894815938893
127,0.9976093709080877,0.12977213244471344,0.19093697048729064,0.22952866833542335,0.15873920566679894,0.8766658250614564,0.8962290387685502,0.3624001478618823,0.49917390595027666
128,0.9958731826998969,0.1292402372659882,0.09206165065254883,0.19871661833694665,0.13317364673135254,0.672788570128309,0.09282934046790701,0.12041155709897536,0.6627667788533255
129,0.9870025443877204,0.07329844734300643,0.09492644041163839,0.19210630027041264,0.13550686517338859,0.29507442080772067,0.6984101672388268,0.22050345431823268,0.6263559704643439
130,0.9973953051822919,0.07519443521456978,0.08366598063982843,0.1632157948756065,0.12769218985623904,0.825667211238202,0.3955373194668173,0.6803064032067452,0.835558717786632
131,0.9785055620474492,0.08598520275492688,0.08731868698720056,0.16302901028651887,0.15104478482134662,0.7930763594920246,0.6848958524071593,0.2920523227768759,0.5013044994414221
132,0.9896166439067768,0.039485581987725775,0.17435863953527225,0.2331879231157554,0.11644494196581076,0.02590454110817077,0.510536121722522,0.6599591123939347,0.47040255410748855
133,0.9982389228986103,0.13843750657324783,0.10362891355630388,0.19648363058577084,0.1098450760507927,0.6413411351430506,0.16507488967470235,0.7108436436218962,0.5041806279101511
134,0.9967984139918695,0.11553961202858883,0.12508222552061765,0.17700132775086472,0.08614708179836432,0.821476533479525,0.6163910759937503,0.20572888067831524,0.6294009912583804
135,0.9773019842451485,0.08243747593887281,0.1468480334199701,0.21789333083441217,0.13667773518686513,0.8116045217245255,0.023530139392743114,0.6484612205281901,0.2238103863199586
136,0.986258036277192,0.09168665019385147,0.11410158221043586,0.17812772040186597,0.11359125291035309,0.6988329769208051,0.27820840254366874,0.9168956715101978,0.4566189496623449
137,0.9868252814458907,0.12192621122610985,0.0983457738116312,0.26460041167193227,0.12938232535663952,0.808639923440135,0.933459796030496,0.5748527849443418,0.11676082353144847
138,0.9876180971825924,0.09574490071566895,0.10169749007065375,0.1699617469134193,0.15145320807420107,0.31955394966143896,0.7926194055311528,0.11076887974916573,0.2411189905619792
139,0.9957192289052116,0.10419334917791698,0.10918585716028986,0.203935157909484,0.10938377161014842,0.5345750643018229,0.48446747004641316,0.01954634994330652,0.5399010436735079
140,0.974521065608309,0.11269791244688582,0.09538427860985242,0.2370422200776006,0.1537610665499169,0.9845660349040185,0.7950979542637706,0.0008085953086318858,0.42769606068504035
141,0.9939535233784794,0.138363652324301,0.09276371937153313,0.14237342832257377,0.1248277952033279,0.18288081931664052,0.11618004832385972,0.2325928127552136,0.8004679607754099
142,0.9852537636657317,0.10032494155744466,0.15212818651892673,0.1631114490638937,0.09869948159360475,0.8646078693640694,0.023573711198634977,0.7756827018458163,0.16568636946844353
143,0.9994780303498745,0.0826280683259752,0.07805314290134663,0.1383567756335482,0.13079509857126348,0.8995120185275025,0.12461464827378584,0.0355100330433207,0.9677709233504747
144,0.9953801883411684,0.10507796331106485,0.1114063706402259,0.17514895523325477,0.09671046146465825,0.5750882429353935,0.7762869035998868,0.09017005669450193,0.7177685581496638
145,0.9901354510981779,0.09738080697462664,0.15791555908151506,0.188367861146872,0.12862772568060699,0.33532121886297367,0.30608303651858476,0.8595111651313205,0.48699847346254493
146,0.984338547710166,0.05446411578043236,0.08580269135828729,0.16348304880031847,0.1230263513445908,0.37896067357867014,0.2831026675641322,0.49748845789283885,0.26588804116852266
147,0.9884345505756646,0.09296359033887262,0.13170164978689142,0.18984159146593627,0.20328806875400987,0.27199355989051177,0.417549829959137,0.34879147522828513,0.504296454080149
148,0.9933476702231767,0.0930764425693241,0.07372713403893891,0.1495233636242501,0.1487608715724075,0.9914962861722679,0.5583976268407006,0.7396987532637318,0.12097859021626764
149,0.999318030197778,0.07788232713651186,0.0780956135749709,0.11123201258482826,0.147162522645132,0.349275491573091,0.46473916710522084,0.20091968687294373,0.7363565701578233
150,0.9903269443558064,0.15417218669694033,0.11366227408272708,0.17520250937132098,0.14570625367226456,0.447878297549466,0.05363000447905315,0.8437295139147966,0.1013249901592003
151,0.9989252542258754,0.10815981361194481,0.13289608427939462,0.1102767519179108,0.12653353578699475,0.5755420985777217,0.2661230881510454,0.6379179318291616,0.13357722903042676
152,0.991189006425913,0.10745407698713798,0.11183522045190478,0.2556863413701682,0.13681986209564115,0.6105659687714794,0.4210787583459692,0.41696411574600156,0.9040402139992467
153,0.9984453850636508,0.10557484465231133,0.14266125607602342,0.17745565680325467,0.13247337986909644,0.23641643782756255,0.2674157495822046,0.25654895877395023,0.437532611481593
154,0.9833171420924621,0.10037695184289956,0.07920028356766497,0.22376930656394,0.12242987669516715,0.6528961324267902,0.717732176025975,0.16384260137495196,0.5418912569654428
155,0.99996306899566,0.11879856857996982,0.10429482884541846,0.19248308037238643,0.1463334706819378,0.8430093350556688,0.4354104861836329,0.632108914852297,0.7367118705581291
156,0.9657529539936279,0.17156697785055172,0.14789387018299108,0.18080920061400593,0.1456913639847018,0.7692613944684396,0.7928965403344245,0.5606496824593292,0.9367677139442071
157,0.9736729925178803,0.17265214736097528,0.08829234378389166,0.10913044641429034,0.11449716463746445,0.9466028277135169,0.16960834045838782,0.9144749151549332,0.37329007016732113
158,0.994753808927393,0.09926602512497429,0.10936235304246987,0.18264193630849293,0.14478396172729774,0.08924286178406496,0.2868381161175819,0.3579667881972768,0.7842269751481957
159,0.9884928632161113,0.08392283695297191,0.13524797504773223,0.1444033439239333,0.1978964303953806,0.7624654709512505,0.9615775258129498,0.5391132861789623,0.30447294278713505
160,0.9889905615669798,0.13553999383483162,0.17748587290712545,0.14932282801635757,0.15306232965099592,0.7310833730184882,0.4301561128197615,0.22162011892950645,0.6949639380506296
161,0.9698641396111335,0.07514466025858799,0.1658056968186856,0.12059385454661802,0.08532319798744538,0.4785149952687995,0.7669243687303603,0.12647945067270577,0.3648362693546679
162,0.9931187341270415,0.11413911672203558,0.07374576971456828,0.1621681204860134,0.12841827883014412,0.8566840616859387,0.9614317815783475,0.034683643629179826,0.5061307125867026
163,0.9693769767850856,0.11354755628611858,0.11203521946190174,0.1662104367441334,0.14738721460778031,0.2635379869150535,0.20007503561276746,0.23066976360094094,0.8661500396110924
164,0.9784443880487128,0.1295997054705785,0.12591585898276061,0.1347014874486395,0.1067267263478108,0.050058204623428165,0.6125349213266444,0.11027171457455981,0.22205072226686529
165,0.9944664630210941,0.15300631895026556,0.1343134378395714,0.20876895073159882,0.15656967834790247,0.6467008049107198,0.9437654759311136,0.3461076906550762,0.5859667232415744
166,0.9869353006966918,0.10223115451337826,0.11659799669391852,0.14528126732060057,0.10741099526266151,0.7359392867955233,0.20950162053611326,0.3524432262021638,0.5523455173147404
